工单单号,工单性质,判定依据,保内保外,批次入库日期,安装日期,购机日期,产品名称,开发主体,故障部位名称,故障组,故障类别,服务项目或故障现象,维修方式,旧件名称,新件名称,来电内容,现场诊断故障现象,处理方案简述或备注
WO0018244991,质量工单,Rule 8.3: 有故障且非简单维护,保外,2019-04-08 18:43:38,2019-05-26,2019-05-26,S1，J1205-ROB8 b，内配3.0G压力桶，黑色+黑灰色,消费者事业部,"鹅颈龙头 2分，三叉快插，金属手柄,两进一出型,(含鹅颈龙头1个、装饰片1个、防水垫片1个、螺母(固定)2个、防滑垫片2个、平垫片1个)(本色)",净水机,水路结构类,,上门维修,"鹅颈龙头 2分，三叉快插，金属手柄,两进一出型,(含鹅颈龙头1个、装饰片1个、防水垫片1个、螺母(固定)2个、防滑垫片2个、平垫片1个)(本色)","鹅颈龙头 2分，三叉快插，金属手柄,两进一出型,(含鹅颈龙头1个、装饰片1个、防水垫片1个、螺母(固定)2个、防滑垫片2个、平垫片1个)(本色)",故障类型：漏水故障,龙头漏水,更换龙头
WO0018246004,质量工单,Rule A.3: 核心部件更换,保内,2024-07-11 14:47:50,2024-07-22,2024-07-22,"净水设备 反渗透厨下式净水机,J3673-ROC150，446*146*388mm(安吉尔白+秋驼色)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",不显示数值,不显示,更换DTS传感器
WO0018246159,质量工单,Rule A.3: 核心部件更换,保内,2023-11-29 09:14:59,2024-06-01,2024-06-01,A7 SE 600，J3505-ROC90，内配ACF1000，白色,消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,机器不通电,电源故障，更换电源恢复正常
WO0018246236,质量工单,Rule A.3: 核心部件更换,保内,2024-06-11 15:58:31,2024-07-11,2024-07-11,"净水设备 反渗透厨下式净水机,J3673-ROC120，446*146*388mm(安吉尔白+秋驼色)",电商事业部,"指示灯板总成 J3673-ROC120&J3674-ROC120&J3673-ROC150&J3674-ROC150，24V，110*72*14mm,含指示灯板、防水罩、灌胶(/)",净水机,电气类,,上门维修,"指示灯板总成 J3673-ROC120&J3674-ROC120&J3673-ROC150&J3674-ROC150，24V，110*72*14mm,含指示灯板、防水罩、灌胶(/)","指示灯板总成 J3673-ROC120&J3674-ROC120&J3673-ROC150&J3674-ROC150，24V，110*72*14mm,含指示灯板、防水罩、灌胶(/)",tds值不显示，师傅已上门,TDS值不显示,更换指示灯板总成
WO0018247356,质量工单,Rule A.3: 核心部件更换,保内,2025-02-28 13:59:16,2025-04-24,2025-04-24,"管线饮水机 壁挂式单温管线饮水机,Y3611BK-G w(白色款)(白色)",电商事业部,"微电脑电源板 Y3611BK-G,电源板：供应商宁波祈禧，AC220V 长宽151.6*55(/)",饮水机,电气类,,上门维修,"微电脑电源板 Y3611BK-G,电源板：供应商宁波祈禧，AC220V 长宽151.6*55(/)","微电脑电源板 Y3611BK-G,电源板：供应商宁波祈禧，AC220V 长宽151.6*55(/)",不出水，师傅已上门,不出水,主板坏，更换主板
WO0018247693,质量工单,Rule A.3: 核心部件更换,保内,2024-06-28 14:29:33,2024-07-19,2024-07-19,"净水设备 反渗透厨下式净水机,J3673-ROC120，446*146*388mm(安吉尔白+秋驼色)",电商事业部,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",净水机,电气类,,上门维修,"TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)","TDS传感器 J3539-ROC120,φ12*255mm，线长200mm(白色)",经销商代报维修 不显示TDS值,不显示TDS值,更换传感器
WO0018247720,非质量工单,Rule B.1: 外部加装,保内,2025-06-20 19:48:10,2025-08-03,2025-08-03,"净水设备 反渗透厨下式净水机,J3674-ROC120 b，天池SE，446*146*388mm(安吉尔白+天空蓝)",电商事业部,,净水机,安全维护,加装压力桶,上门维修,,"压力桶总成 J3303-ROB60,0.5G螺纹式,塑胶压力桶，带盒售后用(原色)",16605856818服务商代报  维修，请核实故障,频繁启动,
WO0018247876,质量工单,Rule A.3: 核心部件更换,保内,2022-04-24 10:25:34,2022-12-30,2022-12-30,"净水设备 反渗透厨下式净水机,J2904-ROB90,网销专供(灰色+浅灰色)",电商事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",不通电，师傅已上门,不通电,更换电源
WO0018248252,质量工单,Rule A.3: 核心部件更换,保内,2023-04-11 14:59:15,2023-08-11,2023-08-11,"净水设备 反渗透厨下式净水机J3477-ROC195,网销专供(冰川灰)",电商事业部,"高压开关 YK-25,（塑胶）2分快插杆,AC220V≤5A,0～0.6MPa,CQC认证,水压在0.25-0.35MPa时断开；当水压在0.07-0.17MPa时闭合。(白色)",净水机,电气类,,上门维修,"高压开关 YK-25,（塑胶）2分快插杆,AC220V≤5A,0～0.6MPa,CQC认证,水压在0.25-0.35MPa时断开；当水压在0.07-0.17MPa时闭合。(白色)","高压开关 YK-25,（塑胶）2分快插杆,AC220V≤5A,0～0.6MPa,CQC认证,水压在0.25-0.35MPa时断开；当水压在0.07-0.17MPa时闭合。(白色)",故障类型：出水故障,不出水,更换高压开关
WO0018248972,质量工单,Rule A.3: 核心部件更换,保内,2023-11-17 08:54:09,2024-02-02,2024-02-02,S5矿化版 400，J2891-ROB60，白+冰川灰,消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,不通电,更换电源
WO0018249181,非质量工单,Rule B.1: 外部加装,保内,2024-12-31 21:45:50,2025-04-06,2025-04-06,"净水设备 反渗透厨下式净水机,J3674-ROC120，446*146*388mm(安吉尔白+天空蓝)",电商事业部,,净水机,安全维护,加装减压阀,上门维修,,"减压阀 J2505-ROB8，MDM1830-C,快插式，2分管，减压范围0.27-0.33mpa(白色)",噪音大,噪音大，振动,加装减压法1个，拆机维修F3固定座出水口，
WO0018249251,质量工单,Rule A.3: 核心部件更换,保内,2023-05-05 13:41:07,2023-05-18,2023-05-18,A7 Lite，J2908-ROC60，内配PS1000，2020防伪款，带后置炭，白色,消费者事业部,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",净水机,电气类,,上门维修,"电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)","电源适配器 J1205-ROB40C,CCC，140*60*31mm,输入端：220V 线长300mm，输出端：DC24V 4.0A 线长1200mm,含DC插头(黑色)",故障类型：电气故障,不通电,
WO0018250363,质量工单,Rule A.3: 核心部件更换,保内,2023-12-26 15:57:09,2024-08-26,2024-08-26,"净水设备 反渗透厨下式净水机J2806-ROB90(IOT版),网销专供(浅黄色+乳白色)",电商事业部,"高压开关 YK-D,两分快插,AC220V,≤5A，,0～0.6MPa(/)",净水机,电气类,,上门维修,"高压开关 YK-D,两分快插,AC220V,≤5A，,0～0.6MPa(/)","高压开关 YK-D,两分快插,AC220V,≤5A，,0～0.6MPa(/)",故障类型：出水故障,不出水,更换高压开关
WO0018250761,质量工单,Rule A.3: 核心部件更换,保内,2024-01-20 10:52:48,,2025-05-06,"冷热饮水机(茶吧机) 冷热饮水机（茶吧机）,CB3487LKD-J(黑色+金色+深空灰)",消费者事业部,"微电脑电源板 CB3485LKD-J,CB230-1型温控制板；双抽水；双温机；220V~50Hz；170*77mm； ZD-AGL-CB3485/86/87-P；(/)",饮水机,电气类,,上门维修,"微电脑电源板 CB3485LKD-J,CB230-1型温控制板；双抽水；双温机；220V~50Hz；170*77mm； ZD-AGL-CB3485/86/87-P；(/)","微电脑电源板 CB3485LKD-J,CB230-1型温控制板；双抽水；双温机；220V~50Hz；170*77mm； ZD-AGL-CB3485/86/87-P；(/)",故障类型：电气故障,不制冷,
